Model,NodeFeat,Heuristic,Test_Loss
Custom_GCN,original,CN,1.031430940656719e-09
Custom_GCN,original,CN,0.007105089258402586
Custom_GCN,original,CN,0.007105089258402586
Custom_GCN,original,CN,0.13210467994213104
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,1.031430940656719e-09
Custom_GCN,original,CN,1.031430940656719e-09
Custom_GCN,original,CN,1.031430940656719e-09
Custom_GCN,original,CN,0.13210467994213104
Custom_GCN,original,CN,0.13210467994213104
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.007105089258402586
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.12499922513961792
Custom_GCN,original,CN,0.007105089258402586
Custom_GCN,original,CN,0.12088429182767868
Custom_GCN,original,CN,0.00016175238124560565
Custom_GCN,original,CN,0.0
Custom_GCN,one-hot,CN,1.1741931871256384e-09
Custom_GCN,one-hot,CN,0.04255514219403267
Custom_GCN,original,CN,0.12499922513961792
Custom_GCN,one-hot,CN,0.0013253663200885057
Custom_GCN,one-hot,CN,0.00654205959290266
Custom_GCN,original,CN,0.12088429182767868
Custom_GCN,one-hot,CN,2.2244491901801666e-06
Custom_GCN,one-hot,CN,0.019350681453943253
Custom_GCN,original,CN,0.00016175238124560565
Custom_GCN,one-hot,CN,0.04604138061404228
Custom_GCN,one-hot,CN,0.013469651341438293
Custom_GCN,one-hot,CN,1.1741931871256384e-09
Custom_GCN,random,CN,0.004124334082007408
Custom_GCN,random,CN,0.035129230469465256
Custom_GCN,one-hot,CN,0.04255514219403267
Custom_GCN,random,CN,0.0017823618836700916
Custom_GCN,random,CN,0.004086154513061047
Custom_GCN,one-hot,CN,0.0013253663200885057
Custom_GCN,random,CN,1.236085154232569e-05
Custom_GCN,random,CN,0.028304697945713997
Custom_GCN,one-hot,CN,0.00654205959290266
Custom_GCN,random,CN,0.01948440447449684
Custom_GCN,random,CN,0.04029010608792305
Custom_GCN,adjacency,CN,1.031430940656719e-09
Custom_GCN,adjacency,CN,0.007180413696914911
Custom_GCN,adjacency,CN,0.0
Custom_GCN,adjacency,CN,0.0012078756699338555
Custom_GCN,adjacency,CN,0.0
Custom_GCN,adjacency,CN,0.1219027042388916
Custom_GCN,adjacency,CN,0.022842340171337128
Custom_GCN,adjacency,CN,0.008983448147773743
Custom_GCN,original,CN,1.031430940656719e-09
Custom_GCN,original,CN,1.031430940656719e-09
Custom_GCN,original,CN,1.031430940656719e-09
Custom_GCN,original,CN,0.13210467994213104
Custom_GCN,original,CN,0.13210467994213104
Custom_GCN,original,CN,0.13210467994213104
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.007105089258402586
Custom_GCN,original,CN,0.007105089258402586
Custom_GCN,original,CN,0.007105089258402586
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.0
Custom_GCN,original,CN,0.12499922513961792
Custom_GCN,original,CN,0.12499922513961792
Custom_GCN,original,CN,0.12499922513961792
Custom_GCN,original,CN,0.12088429182767868
Custom_GCN,original,CN,0.12088429182767868
Custom_GCN,original,CN,0.12088429182767868
Custom_GCN,original,CN,0.00016175238124560565
Custom_GCN,original,CN,0.00016175238124560565
Custom_GCN,original,CN,0.00016175238124560565
Custom_GCN,one-hot,CN,1.1741931871256384e-09
Custom_GCN,one-hot,CN,1.1741931871256384e-09
Custom_GCN,one-hot,CN,1.1741931871256384e-09
Custom_GCN,one-hot,CN,0.04255514219403267
Custom_GCN,one-hot,CN,0.04255514219403267
Custom_GCN,one-hot,CN,0.04255514219403267
Custom_GCN,one-hot,CN,0.0013253663200885057
Custom_GCN,one-hot,CN,0.0013253663200885057
Custom_GCN,one-hot,CN,0.0013253663200885057
Custom_GCN,one-hot,CN,0.00654205959290266
Custom_GCN,one-hot,CN,0.00654205959290266
Custom_GCN,one-hot,CN,0.00654205959290266
Custom_GCN,one-hot,CN,2.2244491901801666e-06
Custom_GCN,one-hot,CN,2.2244491901801666e-06
Custom_GCN,one-hot,CN,2.2244491901801666e-06
Custom_GCN,one-hot,CN,0.019350681453943253
Custom_GCN,one-hot,CN,0.019350681453943253
Custom_GCN,one-hot,CN,0.019350681453943253
Custom_GCN,one-hot,CN,0.04604138061404228
Custom_GCN,one-hot,CN,0.04604138061404228
Custom_GCN,one-hot,CN,0.04604138061404228
Custom_GCN,one-hot,CN,0.013469651341438293
Custom_GCN,one-hot,CN,0.013469651341438293
Custom_GCN,one-hot,CN,0.013469651341438293
Custom_GCN,random,CN,0.004124334082007408
Custom_GCN,random,CN,0.004124334082007408
Custom_GCN,random,CN,0.004124334082007408
Custom_GCN,random,CN,0.035129230469465256
Custom_GCN,random,CN,0.035129230469465256
Custom_GCN,random,CN,0.035129230469465256
Custom_GCN,random,CN,0.0017823618836700916
Custom_GCN,random,CN,0.0017823618836700916
Custom_GCN,random,CN,0.0017823618836700916
Custom_GCN,random,CN,0.004086154513061047
Custom_GCN,random,CN,0.004086154513061047
Custom_GCN,random,CN,0.004086154513061047
Custom_GCN,random,CN,1.236085154232569e-05
Custom_GCN,random,CN,1.236085154232569e-05
Custom_GCN,random,CN,1.236085154232569e-05
Custom_GCN,random,CN,0.028304697945713997
