Metric,Hits@20,Hits@50,Hits@100,AUC,AP
Cora_beltramiTrue_mlp_score_epochs100_runs1,18.03 ± nan,33.21 ± nan,44.21 ± nan,66.61 ± nan,69.73 ± nan
